item_id,nb_days
[1687082],[1006]
[144714],[1006]
[1449570],[1006]
[1303995  637670],[1006  711]
[1860491  124553  901186 1733365  532252],[1006  675  675  675  675]
[123373 671761],[1006 1000]
[555063],[1006]
[1018841],[1006]
[1534987],[1006]
[132738],[1006]
[125564],[1006]
[143094],[1006]
[125465],[1006]
[1090011],[1006]
[153475],[1006]
[943243],[1006]
[ 180843 1011749],[1006  763]
[137585],[1006]
[985499],[1006]
[1920477],[1006]
[2155094],[1006]
[1584000 1011749 2291737],[1006  558  468]
[132738],[1006]
[2743152],[1006]
[137585],[1006]
[1608617 1077123  123793 1309537],[1006  791  637  292]
[2261828],[1006]
[2565135],[1006]
[125424],[1006]
[2783742 2366148],[1006  986]
"[1325648 1815068 1002298 1684099 2157942 2453864 2333126 2742743 2244325
  744993 1404266]",[1006  673  240  220  220  200  167  166    5    5    5]
[1662059],[1006]
[189303],[1006]
[1638869 1424883 1994009 1922958 2728805],[1005  680  680  195  174]
[ 145417 1463543  712527],[1005  468  468]
[151551 148089],[1005 1005]
[ 145906 2281299 1348294 1402874 2596674],[1005  705  614  614  614]
[1147823  532135],[1005  963]
[1534987 2696735],[1005 1005]
[1515339],[1005]
[161541],[1005]
[131117],[1005]
[1808470 2867662 2029039],[1005  695  695]
[1023159 2955734 2309132  481258],[1005  858  858  510]
[1395315 1379493 1337205 1009845],[1005  844  840  523]
[1748585 2005622 1918309 2168764],[1005  736  117   28]
[135750],[1005]
[755371],[1005]
[152836],[1005]
[1979624],[1005]
[193179],[1005]
[141688],[1005]
[154823],[1005]
[1662059  138431],[1005  635]
[354557],[1005]
"[ 690634 1212992  834620 2511676 1922124 2821340  781628  645661  414009
 2930542 1121351  620288 1867652 1459539 2543997 2766518  718654  753003
  407323]","[1005  846  846  697  697  697  697  697  697  697  697  697  697  697
  697  508  508  508  508]"
[1805488],[1005]
[550590],[1005]
[1661761],[1005]
[1339136],[1005]
[432275],[1005]
[ 175600 1522253 1522253  199231 1047613  467817 1339136 1729232],[1005 1005 1005  945  898  898  898  712]
[1220393],[1005]
[ 125465 1566348 1711936],[1005  440  434]
[ 134015 2758175 2260466],[1005  990  447]
[ 130727 1982904  624407],[1005  728  381]
[141761 576743 865225],[1005  124   77]
[1209909],[1005]
[123373],[1005]
[1920477],[1005]
[284665],[1005]
[143094],[1004]
[ 190238 1427330  547674 1479699 1251617 1269149  704314 1737394],[1004  995  715  404  389  385  250  195]
[963476],[1004]
[ 132738 1869763],[1004  607]
[755371],[1004]
[166633],[1004]
[ 204063  130727 1869763],[1004 1004  985]
[ 187164  555063 1083638  267405 1942313 1871026 1830328],[1004  957  793  714  714  714  237]
[1487216  985087  832622],[1004  941  677]
[1676837],[1004]
[963476],[1004]
[144714],[1004]
[781825],[1004]
[1800440  148089],[1004 1004]
[1076484  985499],[1004  988]
[729362],[1004]
[ 547674 1248293],[1004  944]
[709832],[1004]
[1172052],[1004]
[247125],[1004]
[152836 172027],[1004 1004]
[138431],[1004]
[166633],[1004]
[ 126335 1523882 1936454],[1004  590  590]
[175496],[1004]
[1414833],[1004]
[1800440 1534987 1048184  862815  838207  613085  272388  999526  445150],[1004  945  848  810  695  694  534  228  209]
[1661761],[1004]
[730008],[1004]
[547674],[1004]
[1108814],[1004]
[ 159931  166633 1005880],[1004 1004  951]
[166633],[1004]
[174799],[1003]
[143094],[1003]
[1476825 1038233],[1003 1003]
[1042783],[1003]
[ 174391 1313942 1769937],[1003  735  397]
[126335],[1003]
[1076157],[1003]
[127495],[1003]
[2340996  554095],[1003  909]
[467091],[1003]
[1303995  505772  834814],[1003 1003  757]
[134849 125564],[1003  319]
[1608617],[1003]
[1808470],[1003]
[2044701 2261828 2885734],[1003 1003  942]
[ 126335  136110 1565667 1437612],[1003 1003 1003  966]
[174086],[1003]
[2696735],[1003]
[1896920],[1003]
[ 136110  305868 1460606 1717449 1976130],[1003  827  606  606  600]
[1339136],[1003]
[200393],[1003]
[180014],[1003]
[1313746],[1003]
[1662825],[1003]
[ 168610 1334728],[1003  222]
[693185],[1003]
[1687082],[1003]
[1714731],[1003]
[1312996],[1003]
[125564],[1002]
[ 142179  138431 1076157],[1002  819  819]
[1730182 1194169],[1002  826]
[184374],[1002]
[644425 985499],[1002  985]
[1337205],[1002]
[1638869],[1002]
[1729232],[1002]
[763288],[1002]
[986546],[1002]
[1076157 1730182],[1002  994]
[144727],[1002]
[241461],[1002]
[131533 177394],[1002 1002]
[125465],[1002]
[128959 836631],[1002  871]
[987052],[1002]
[ 858304  887454 1947410  708064 1383321 2063202  187477 1313746],[1002  991  956  938  938  927  887  797]
[1476825 1110676],[1002  540]
[1992625],[1002]
[1090064],[1002]
[1920477],[1002]
[1729232],[1002]
[1913010],[1002]
[185800],[1002]
[123793],[1002]
[132738],[1002]
[154002],[1002]
[ 148690 1238932],[1002 1002]
[1378631],[1002]
[550590],[1002]
[131533],[1002]
[123793],[1002]
[1851598],[1002]
[ 191514  257262 1366699],[1002  914  914]
[ 166633 2493150 1146825],[1002  887  673]
[1859039],[1002]
[176490],[1002]
[ 137585 1769937],[1002  837]
[1379493],[1002]
[131117],[1002]
[126335],[1002]
[1661761],[1002]
[2463317],[1002]
[136110],[1002]
[865225],[1002]
[ 145906 1584000 2459885],[1002  978  904]
[ 136110 1695279 1695878 1692935],[1002  973  638  111]
[1268360 2673874 1166927 2310731 2468762],[1002  762  610  385   74]
[1484078],[1002]
[1176070  144051],[1002  924]
[ 729362  561264 1701960 2155094 1210233 1835732 1391846],[1002  735  547  485  463  463  453]
[ 136110 1983744],[1002  476]
[1992625 1909065 1175903 2654048 1706067],[1002  792  791  655  631]
[140321],[1002]
[1770781],[1002]
[123793],[1002]
[1687082],[1002]
[806803],[1002]
[125465],[1002]
[1714731],[1002]
[ 806803 1695878],[1002  536]
[1702526],[1002]
[2829293  985499 2590191],[1002  545   97]
[1501987],[1002]
[141688],[1002]
[132135],[1002]
[1676837],[1001]
[516963],[1001]
[131533],[1001]
[128959],[1001]
[1626903],[1001]
[138431 199231],[1001  981]
[2382109  200393 1178721 1773356  312893  947192 1013498 1108555],[1001 1001 1001  958  950  950  929  929]
[131533],[1001]
[254960],[1001]
[125465],[1001]
[137585],[1001]
[182578],[1001]
[1831026],[1001]
[1687082],[1001]
[1582012],[1001]
[153475],[1001]
[1476825],[1001]
[ 432275 2673874  782051 1255726 1457171 1334728],[1001  796  488  476  232  175]
[123793],[1001]
[1730182  131533],[1001  881]
[2337876],[1001]
[ 127495 1110122],[1001  612]
[126335],[1001]
[172027],[1001]
[ 145906 1832871  313671 2556160 1126054 2355629 2284955 2888332],[1001  753  257  136  136  129  129   73]
[1630499],[1001]
[555063],[1001]
[123793],[1001]
[1273589  123793],[1001  830]
[379201],[1001]
[188052],[1001]
[1002863],[1001]
[153475],[1001]
[ 141688  241461 1337205],[1001  552  371]
[175600],[1001]
[833599],[1001]
[2821045 2696735],[1001  851]
[1316404],[1001]
[123793],[1001]
[781825 197170],[1001  887]
[159931],[1001]
[1869763],[1001]
[340686 638318],[1001 1001]
[762257],[1001]
[ 128959  943243 1982904 1859039 2063202 2303762 1295171],[1001 1000  805  805  792  765  477]
[1226293  176490 1238932],[1001  924  586]
[1000270],[1001]
[1730006],[1001]
[128959],[1001]
[166006],[1001]
[203856],[1001]
[148089 197170],[1001  881]
[1714731],[1001]
[1213427],[1001]
[865225],[1001]
[131533],[1001]
[123793],[1001]
[550322],[1001]
[1076484],[1001]
[203856],[1001]
[ 136860 1019819],[1001  964]
[159931],[1001]
[1076484],[1001]
[2236896 2366355 2494898 1938670 2440914],[1001  888  787  104   27]
[1676837],[1001]
[128959],[1001]
[162634],[1001]
[149459],[1001]
[2758175],[1001]
[ 126335 1773356],[1001  693]
[172027 166633],[1001 1001]
[172027],[1001]
[137585],[1001]
[137585],[1001]
[160346],[1001]
[ 753788 1695878],[1001  957]
[ 144051  183194  152836 1530913],[1001  903  756  630]
[943243],[1001]
[1625102],[1001]
[1113191 1339136 1498329],[1001  631  559]
[168592],[1001]
[1238932],[1001]
[1800249],[1001]
[1076484],[1001]
[1859039 1108555],[1001  958]
[ 595048 2261828],[1001 1001]
[1444142],[1001]
[172027],[1001]
[131117],[1001]
[2463317],[1001]
[127865],[1001]
[162634],[1001]
[1338469],[1001]
[ 154002 1188641  952053 1106101 1069265 1271853 1628630 1593041  760309],[1001  356  356  344  342  342  335  335  315]
[1414833],[1001]
[554095],[1001]
[1303995],[1001]
[145906],[1001]
[1980086 1711225],[1001  259]
[2087286],[1001]
[148089],[1001]
[ 128959 1238932 1534987],[1001  866  595]
[985087],[1001]
[130727 126335],[1001  822]
[168610 851603],[1001  518]
[163328],[1001]
[1175903  833666],[1001  368]
[166633],[1001]
[ 987569 1043392  453349],[1001  819  735]
[1260666 1289102 1974220  127865  683251],[1001  656  651  651  584]
[ 644425 2303880],[1001  797]
[1076157 1949394],[1001  674]
[1238932],[1001]
[124204],[1001]
[ 125424 1859039],[1001  863]
[1671970],[1000]
[137585 963476],[1000 1000]
[1754771],[1000]
[1023159  871172 1981289],[1000  667  498]
[1018841],[1000]
[1472909],[1000]
[255986],[1000]
[1638869],[1000]
[466944],[1000]
[499195],[1000]
[1133906],[1000]
[1662825],[1000]
[2673990],[1000]
[125564 137585 154002 123793],[1000  882  804  636]
[1695279],[1000]
[ 127865 1043392 1136365],[1000  614    5]
[145906],[1000]
[1437612],[1000]
[ 184374 1408079],[1000  237]
[131533],[1000]
[2783742 1033454 1198944  720677 1341504],[1000  160  155   13   13]
[2098200],[1000]
[1427330],[1000]
[134015],[1000]
[432275 132135],[1000 1000]
[432268],[1000]
[1476825],[1000]
[ 813428 1621234  753788 1729232 1955988  595269 1067268  342311  484814],[1000 1000  684  634  482  114  114  114  114]
[1038630],[1000]
[172914],[1000]
[1949394],[1000]
[154652],[1000]
[ 247125 1246981 2281299],[1000 1000  770]
[1076484],[1000]
[ 123793 1366101  254960],[1000  575  484]
[137585],[1000]
[1522253 1522253],[1000 1000]
[379201],[1000]
[ 161541  188052 1325648 1313942],[1000  656  656  403]
[140877],[1000]
[626764],[1000]
[124553],[1000]
[254493],[1000]
[134015],[1000]
[1018841],[1000]
[141548],[1000]
[1608617],[1000]
[795320 134393],[1000  448]
[127865],[1000]
[1676837],[1000]
[134015],[1000]
[255986],[1000]
[755371],[1000]
[1920477],[1000]
[1842150],[1000]
[2656152],[1000]
[1693091],[1000]
[531077 780380],[1000  641]
[ 166633  287475 1076484],[1000  708  693]
[1563416  127495],[1000  763]
[136110],[1000]
[1563416],[1000]
[1769705],[1000]
[2752000],[1000]
[131117],[1000]
[ 963476 2771463  656480],[1000  512  329]
[134015],[1000]
[305868],[1000]
[781825],[1000]
[141761],[1000]
[ 218606 1271853],[1000  543]
[1920477  946530],[1000  447]
[ 147594 1949394],[1000  943]
[123793],[1000]
[152662],[1000]
[467091],[1000]
[1630499],[1000]
[729362],[1000]
[1851598],[1000]
[166633],[1000]
[1484383],[1000]
[132738 127865],[1000  258]
[1609392],[1000]
[154652],[1000]
[756020],[1000]
[145906],[1000]
[187477],[1000]
[132135],[1000]
[1869763],[1000]
[263699],[1000]
[2396750 1942313 2850568 1817073 1362593 2770385 1274400 1640972],[1000  784  784  516  472  329  217  217]
[638318],[1000]
"[2758251 2268666 2366148  890105 2411704 1007290 2668203  443517 2903392
 1401470 2040862 1822358 2338852]",[1000  964  951  774  713  677  441  441  370  370  370  370   26]
[2752000],[1000]
[162634],[1000]
[1325648],[1000]
[1920477],[1000]
[1962198],[1000]
[160612],[1000]
[1171728],[1000]
[575727 573147],[1000   76]
[1260666],[1000]
[145906 730008],[1000  860]
[1920477 2155094],[1000  623]
[1773356],[1000]
[ 330238 1982904 1031440  329400],[1000  599  584  577]
[2752000],[1000]
[132738],[999]
"[ 136110 2303880  147594 2151515 2130194 1364569 2846069 2107392 2647046
  325470 1889597 1895348  940367 1851598 2488048 1699137 2733645 1985339
 1090944]","[999 847 726 712 712 689 683 664 654 642 592 592 557 557 557 458 432 180
  95]"
[1076484  802815],[999 644]
[125424],[999]
[ 127495  383730 1130860 2239701],[999  70  70  70]
[ 341294 1551720],[999 880]
[ 144727 1729232],[999 999]
[145906],[999]
[547674],[999]
[129831],[999]
[1378631],[999]
[1842923  721403],[999 951]
"[ 555063 1133906 1959943 2850568 2431951 1981289 2516218  390071 1217094
 2735011 1061029 1863819 2051413]",[999 999 999 894 586 507 507 507 507 507 507 507 465]
[148089 152998 144931],[999 999 999]
[168610],[999]
[1773356 1687082],[999 971]
[ 135750 1920477  254960  878960  151551],[999 853 660 633 251]
[174086],[999]
[1878529],[999]
[532135],[999]
[671761 144727],[999 787]
[1805488],[999]
[166006],[999]
[987536 280734],[999 209]
[532135],[999]
[134015],[999]
[ 137585 1422568],[999 501]
[152836],[999]
[948002],[999]
[ 144051  545632 1920477],[999 999 650]
[1002863],[999]
[131533],[999]
[1238932 2752000 1413981],[999 847 315]
[1992625],[999]
[ 136110  124553  658625 1836461 1645046],[999 999 644 606 606]
[134015 128959],[999 977]
[123793],[999]
[176025 146684 203856],[999 999 819]
[1714731],[999]
[193179],[999]
[132738],[999]
[ 194182 1730182 1881176],[999 992 777]
[254493],[999]
[133584 136860],[999 999]
[550590],[999]
[141688],[999]
[1223725 1238932],[999 992]
[127495],[999]
[ 125465 1220393],[999 986]
[200269 933691 519571],[999 653  71]
[ 147594 1463543  348662],[999 747 217]
[1773356],[999]
[1738690 1676837],[999 997]
[340686 263699],[999 699]
[1800440],[999]
[1608617],[999]
[2673990],[999]
[153475],[999]
[127865],[999]
[1063761],[999]
[141548],[999]
[1769937],[999]
[141688],[999]
[172027],[999]
[2752000],[999]
[ 131533 1453669],[999 847]
"[ 858304 1840637 1123982  368421 1396660 1146287  709848 1085150  812029
  273492 1340234 1984705]",[999 500 494 483 455 454 454 452 420 306 215 215]
[1378631],[999]
[172027],[999]
[138431],[999]
[1429022],[999]
[138431],[999]
[2044701 1112955],[999 600]
[128959],[999]
[1238932],[999]
[1589928 1814462],[999 259]
[730008],[999]
[164593],[999]
[135459],[999]
[124553],[999]
[795320],[999]
[2063202],[999]
[1339136],[999]
[499195],[999]
[374312],[999]
[136110],[999]
[379201],[999]
[137585],[999]
[1770781 1817073],[999 996]
[887454],[999]
[131533],[999]
[168610],[999]
[1449570],[999]
[1064880],[999]
[137585],[999]
[1982904],[999]
[1223725  174086 1973037 2931769],[999 991 517 517]
[985499],[999]
[123793],[999]
[1845636],[999]
[191243],[999]
[141300],[999]
[1964198],[999]
[1175903],[999]
[1126889 2678083],[999 426]
[127865],[999]
[126335],[999]
[503009],[999]
[617013],[999]
[1979624 1769937 1453669],[999 971 573]
[1770781],[999]
[1902682],[998]
[123793],[998]
[ 547674  331370 2146328],[998 341 324]
[131117],[998]
[1566348],[998]
[145906 174086],[998 834]
[127495],[998]
[1484383],[998]
[1831026],[998]
[1076484],[998]
[1630499],[998]
"[1959943 2606386 2366148 2885734 1492185 2120468 2171304 2955585  590893
 2692985 1459683 2641483 1034372 1764436 1407928 2776206 2922418  840165
 1055399]","[998 967 967 954 931 859 859 858 858 784 784 784 711 672 672 672 665 610
  70]"
[1946466  765872],[998 993]
[2044701],[998]
[125564],[998]
[1566348],[998]
[ 172027 1675905  195076 1640972],[998 778 238 238]
[131533],[998]
[131533],[998]
[1422015],[998]
"[2120468 2696735  534314 1328011 2673990 2529948 2650470 2253252  671958
  958423 2028346 2758095 1493246 2930542  551782]",[998 945 757 757 757 757 757 757 757 757 690 690 688 674 674]
[1614071],[998]
[1769705],[998]
[2155094 1178721 2595491 1973037  703458  266651 1651965 2482633],[998 931 918 918 752 536 536  83]
[195076],[998]
[467091],[998]
[1232187  334588],[998 994]
[ 172027 1463543  782079 1720525],[998 838 713 675]
[1313746 1048184 1973037 2396750  694477  613085  595965 1431264],[998 998 936 791 425 425 425  57]
[160612],[998]
[141761],[998]
[ 131533 1619658],[998 291]
[125564],[998]
[1133906],[998]
[755371],[998]
[149739],[998]
[184374],[998]
[136110 468020],[998 558]
[125424],[998]
[783906],[998]
[2743152],[998]
[1226293  534314],[998 923]
[ 123793 1880294 1720525],[998 605 220]
[1453669],[998]
[1661761  574286],[998  81]
[125465],[998]
[138431],[998]
[1859039],[998]
[ 188485 1050242  855939 1408354],[998 762  91  77]
[992520],[998]
[193179],[998]
[1695279],[998]
"[1456137  851692  823534 1113191  590893  253667 1976130 2240411  527885
  441162  383730 1592912 1990624 1570915 1314014 2924995]",[998 984 858 818 798 798 784 770 679 516 335 329 294 262 229 124]
[166633 258206],[998 240]
[137585],[998]
[ 987536 1042783],[998 998]
[709832],[998]
[1486197],[998]
[ 153475 1640699],[998 260]
[1869763 1692935  357231 2755484],[998 924 808 514]
[ 160612  203856  945880 1687082 1805488],[998 173 146 146 102]
[172027],[998]
[1626903  838983],[998 865]
[1221372],[998]
[1770781],[998]
[127865],[998]
[178527],[998]
[ 532135 1675905 1584000],[998 998 998]
[172027],[998]
[795320],[998]
[1232187  339498],[998 998]
[149739 377131],[998 565]
[1896772],[998]
[1064880],[998]
[132738],[998]
[550590],[998]
[1959943],[998]
[1949394 1113191  550590 1982904  968649],[998 991 984 981 755]
[1238932  730008],[997 944]
[126335],[997]
[136860],[997]
[132135],[997]
[160612],[997]
[1769705],[997]
[145906],[997]
[ 545632 1661761],[997 917]
[174086],[997]
[1076484 1769937],[997 997]
[716777],[997]
[ 172027 1323121],[997 209]
[1484383],[997]
[168592],[997]
[123793],[997]
[132738],[997]
[1205802 2673990  350461 2520466  653960],[997 978 961 647 572]
[822724],[997]
[545632],[997]
[144051],[997]
[1693091],[997]
[334203],[997]
[138431],[997]
[1516223],[997]
[125564],[997]
[1769937],[997]
[ 172027 1749759],[997 686]
[ 136110  178753 1228651  790385 1800440 1665666  527130],[997 997 742 586 586 586 535]
[125424],[997]
[987536],[997]
[ 154823 1869763 1634960],[997 768 641]
[638318],[997]
[1501987  137585],[997 997]
[ 176490  130727  527130 1767052 1091654  498082 2595829],[997 997 720 643 329 329 329]
[154652],[997]
[2396750],[997]
[2758175],[997]
[138431],[997]
[144051 503972],[997 782]
[1719221],[997]
[1905844 1730006],[997 987]
[1878529 1144308 1019819],[997 508 467]
[755371],[997]
[148089],[997]
[168592],[997]
[153475],[997]
[181161],[997]
[902478],[997]
[144714 147594],[997 682]
[135459],[997]
[132738],[997]
[1082379 1534987],[997 986]
[1905844],[997]
[136110],[997]
[ 164051 1390469],[997 910]
[152836 166633],[997 708]
[136110],[997]
[1566348],[997]
[166006],[997]
[168610],[997]
[126335 377662],[997 112]
[268562],[997]
[693185],[997]
[887454],[997]
[532135],[997]
[131117],[996]
[ 183194 1832150],[996 273]
[2303880],[996]
[154002],[996]
[ 139086 1784020 1413486 1099530  578153 1001829  999526 1741645],[996 643 643 643 643 643 643 643]
[148089],[996]
[1959943],[996]
[1063761 1355618  134393 1106101],[996 512 512 420]
[136860 182578],[996 925]
[145906],[996]
[144051],[996]
[128959],[996]
[305868],[996]
[833599],[996]
[1817073  272388],[996 731]
[127865],[996]
[649440 709832],[996 365]
[576000],[996]
[126335],[996]
[538143],[996]
[2337876],[996]
[123373],[996]
[985499],[996]
[547674],[996]
[125465],[995]
[1238932],[995]
[1662059],[995]
[148690],[995]
[188052],[995]
[1510617],[995]
[ 137585 1859039],[995 995]
[144727 126335],[995 995]
[131117],[995]
[136110],[995]
[982621],[995]
[1501987  467091],[995 560]
[190793],[995]
[130259],[995]
[132738],[995]
[168610],[995]
[1220393 2829293  718654],[995 538 470]
[131533],[995]
[1476825 1545344],[995 804]
[1268360],[995]
[1076484],[995]
[152510],[995]
[532135],[995]
[985087],[995]
[136110],[995]
[131117],[995]
[1630499],[995]
[644425],[995]
[432275],[995]
[ 145906 1882156],[995 637]
[1695878  730008],[995 532]
[152998],[995]
[1545760  575727],[995 694]
[432275],[995]
[150752],[995]
[132738],[995]
[125424],[995]
[136110 129831],[995 431]
[254493],[995]
[1420770],[995]
[ 985499 1042783  782079],[995 623 155]
[ 138431  537285 1754771 2431951 1409027 1356952  466944 1215281],[995 744 744 240 175  65  65  65]
[140321],[995]
[ 532135 1687082],[995 449]
[123793],[995]
[1754771],[995]
[172027],[995]
[1949394],[995]
[155735],[995]
[709832],[995]
[ 152662 1163553  127081 1949394 1198944],[995 270 270 252 252]
[148089],[995]
[585830],[995]
[141761],[995]
[1449570],[995]
[131698],[995]
[1662825],[995]
[168592],[994]
[1433766  693222],[994 994]
[ 301873 2329479 1210197 2650470  181737 1832150],[994 962 962 962 906 234]
[145906 168592],[994 994]
[128730],[994]
[241019],[994]
[1730182 1695279  145906  344877 1730006  124553 1419083],[994 823 648 594 396 396 300]
[ 644425 1496861],[994 486]
[532135],[994]
[2155094 1447941],[994 812]
[1697200],[994]
[1654234],[994]
[166633],[994]
[145906],[994]
[147594],[994]
[806803],[994]
[960463],[994]
[189303],[994]
[123793],[994]
[203856],[994]
[ 168592 1773356  693849],[994 629 629]
[1487216],[994]
[547674],[994]
[1226293],[994]
[1920477],[994]
[1962198],[994]
[ 131117 1273589],[994 508]
[911132],[994]
[ 532135 1692683 1698166 1860720 1878047 1396878  376881],[994 550 244 244 231 213 154]
[184374 172027],[994 994]
[ 467091 1076484],[994 798]
[ 126335 2848341],[994 698]
[ 532135 1023159],[994 818]
[140321],[994]
[1808901],[994]
[129831],[994]
[1090064],[994]
[ 141688 1669625  470444 1567312  952053],[994 657 252 111 111]
[152662],[994]
[851692],[994]
[130259],[994]
[1002863  280734],[994 994]
[1589928],[994]
[1676837  653200],[994 470]
[132135],[994]
[148089],[994]
[2829293  424691  240913  675714],[994 416 230 200]
[166006],[994]
[547674],[994]
[1048184 1563416],[994  10]
[ 730008 1210233],[994 924]
[ 136860 1934214],[994 965]
[123793],[994]
[255986 686720],[994 559]
[ 136860 1399833],[994 271]
[1737394 1878529],[994 994]
[ 141300 1749759],[994 732]
[ 174086 1800249],[994 650]
[1687082],[994]
[174086],[994]
[142179],[994]
[693222],[994]
[1609392 1973037  693849],[994 389 389]
[139086],[994]
[ 730008 1567172  172027 1225430  467817],[994 596 345 202 183]
[925104],[994]
[131533],[994]
[1693091],[994]
[858304],[994]
[168610],[994]
[150752],[994]
[125564],[994]
[153475],[994]
[ 781825 2673874  227716],[994 994 722]
[1842923  660136  384731],[994 112  18]
[1273589],[994]
[153475],[994]
[166633],[994]
[1484078  350549],[994 735]
[126335],[994]
[531077],[994]
[1018841  357231],[994 895]
[134393],[994]
[1000270 1662825  985087 1956527  619157],[994 727 714 714 640]
[131698],[994]
[1018841],[994]
[ 545632 1859039 1982904  194128 1956527],[994 958 679 579 452]
[161541 177394],[994 994]
[162634],[994]
[132135],[994]
[638318],[994]
[1205802 2757438  932347  922038 1678888 1198628 1669291],[994 699 531 299 196 196 111]
[1949394  124553],[994 971]
[ 330238 1859039 1014293 2590191],[994 976 441 335]
[1325648],[994]
[ 136860 1626903  987569 2636291  344877  979046],[994 826 630 630 497 433]
[1808901],[994]
[1337205],[994]
[131117],[994]
[ 123793 1116585],[994  63]
[ 714372 1949394],[994 797]
[136860],[994]
[ 136860 1187659],[994 931]
[1730006],[994]
[ 123793 1962198],[994 267]
[1982904],[994]
[1108555],[993]
[123793],[993]
[174799],[993]
[126335],[993]
[166633],[993]
[1250367 1251617],[993 510]
[ 505772 1113191 1792505],[993 993 306]
[1043198],[993]
[182578],[993]
[1303995],[993]
[131533],[993]
[1172052],[993]
[ 858304  814116 1805488],[993 860 356]
[203856],[993]
[1676837],[993]
[ 943243  163328 1498329 1979590],[993 818 614 110]
[123793 182915 123373],[993 944 791]
[146684],[993]
[1515339  125424  139086  466944],[993 993 599 599]
[1584000 1279220  136110],[993 993 993]
[1268360],[993]
[1090064],[993]
[644425],[993]
[161541 655775],[993 273]
[145906],[993]
[123793],[993]
[1695878],[993]
[1831026  550590],[993 845]
[1427330 2063202],[993 993]
[2783742 1016759  755371],[993 685 682]
[2696735],[993]
[ 172914  125424 1831026  693185  716777  154823],[993 993 993 821 797 738]
[226072],[993]
[1676837  125465],[993 651]
[1187659],[993]
[172027 152836],[993 993]
[168592],[993]
[ 125564 1285647],[993 637]
[538143],[993]
[379201],[993]
[144727],[993]
[987536],[993]
[1112658],[993]
[174391 858304],[993 993]
[963476],[993]
[136110],[993]
[2758251],[993]
[131533 131117 834620 391450 695796],[993 937 664 344 344]
[1962198 1669291],[993 115]
[166633],[993]
[1216038  690330],[993 836]
[963476],[993]
[153475],[993]
[1068027],[993]
[ 141548 1110122 1266176  727382],[993 462 399 392]
[1187659],[993]
[125465],[993]
[2565135],[993]
[166006],[993]
[131533],[993]
[576000],[993]
[1769705],[993]
[755371],[993]
[ 143094  304354 1207456 1832896],[993 711 599 579]
[134015],[993]
[2044701 2120468 1692683 2366148 2725433  654025],[993 886 886 858 802 516]
[172914],[993]
[466944],[993]
[1821433],[993]
[1484383],[993]
[140877],[993]
[131533],[993]
[ 960463 2098200  783906  350461 2011987 2854617],[993 986 951 914 888  97]
[1920477 1378631  627759 1106101  148089 1730006],[993 616 396 396 350 207]
[547674 273492],[993 113]
[153475],[993]
[125465],[993]
[136110],[993]
[126335],[993]
[384260],[993]
[1662059],[993]
[ 762257 2850568 2661998 1013498],[993 825 825 507]
[128959],[993]
[1714731],[993]
[2829293],[993]
[987052],[993]
[781825],[993]
[1108555],[993]
[125465],[993]
[1217094],[993]
[126335],[993]
[132135],[993]
[533452],[992]
[1378631 1949394 2004376],[992 992 274]
[123793],[992]
[637670],[992]
[1869763],[992]
[2752000 1662825],[992 992]
[152662],[992]
[131698],[992]
[1692935],[992]
[188052],[992]
[985499],[992]
[2673990 1954806],[992 686]
[948002],[992]
[1420770 1800440  868096  524341],[992 776 426  73]
[1896920],[992]
[1729496],[992]
[193179],[992]
[1817073],[992]
[136860],[992]
[254493],[992]
[1260666  124204],[992 747]
[166633 200393],[992 992]
[1250367],[992]
[147594],[992]
[172914 152836],[992 992]
[1702526],[992]
[1818228  172027],[992 992]
[985087],[992]
[1676837],[992]
[1831026],[992]
[1378631],[992]
[131533],[992]
[516963],[992]
[1630499],[992]
[ 183194  925665 2321411  420498  232899],[992 942 910 784 572]
[162634],[992]
[1147823],[992]
[595048],[992]
[194182 185182],[992 992]
[1754771],[992]
[ 175496 2493150 1154504 1967750  132738 1952622],[992 877 711 711 673 659]
[203856],[992]
[1419083],[992]
[203856],[992]
[432275],[992]
[1805488],[992]
[1076484 1378631 1223725  417055 1210233  517998],[992 511 511 457 123 105]
[1437612],[992]
[1366699],[992]
[863134 499195],[992 992]
[466603],[992]
[1339136],[992]
[603369],[992]
[693222],[992]
[1826136],[992]
[ 713790  424962 1835732 1174307 1294852],[992 312 312 312  54]
[176025 145417],[992 992]
[152662],[992]
[987536],[992]
[781825 826672],[992 734]
[154823],[992]
[147594],[992]
[1226293],[992]
[577391],[992]
"[ 138431  199231  617766  986296  753871 2122305 2552714 2696263 1976130
 2753495 1154504 2856326 2028346 1428822  222318 1673120  398222 1613149
 1573992  571931  475271 2188431 2421831  916090 1780941  321674 1689209
 2496394  292441 1034310 2210425 1687910 2089475 2185289 1144993]","[992 972 955 949 906 906 762 762 760 747 747 712 712 586 586 586 474 474
 474 474 439 439 439 360 263 263 263 231 186 186 124  84  54  33  33]"
[195613 925665],[992 989]
[146684],[992]
[795320],[992]
[1630499],[992]
[1482569 1365521],[992 992]
[1048184],[992]
[1076157 1584094],[992 132]
[1869763  136110  833666],[992 804  42]
[1515339],[992]
[1076484],[992]
[1337205],[992]
[1729232],[992]
[123793],[992]
[159931],[992]
[130727 833666],[992 629]
[1325648],[992]
[1754771],[992]
[193179],[992]
[268562],[992]
[145906],[992]
[638318],[992]
[125564],[992]
[ 887454 2661998  971268],[992 787 675]
